,FOLIO,GASTO,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT,Columna1
0,39408,COMPRA,1.0,0.0,2248.28,0.0,0.0,2248.28,16300.0,14051.72
1,0001010100750847116902,COMPRA,1.0,490.0,78.4,0.0,0.0,568.4,568.4,0.0
2,0001010100752163714102,COMPRA,1.0,195.0,31.2,0.0,0.0,226.2,226.2,0.0
3,3663,COMPRA,1.0,10694.25,1711.08,0.0,0.0,12405.33,12405.33,0.0
4,2849,COMPRA,1.0,0.0,5131.03,0.0,0.0,0.0,0.0,0.0
5,2860,COMPRA,1.0,0.0,5131.03,0.0,0.0,0.0,0.0,0.0
6,944,COMPRA,1.0,32068.97,5131.03,0.0,0.0,37200.0,37200.0,0.0
7,945,COMPRA,1.0,8620.69,1379.31,0.0,0.0,10000.0,10000.0,0.0
8,22019120028311,COMPRA,1.0,0.01,699.48,0.0,0.0,0.01,0.0,-0.01
9,529,COMPRA,1.0,0.0,699.48,0.0,0.0,0.0,0.0,0.0
10,67361,COMPRA,1.0,4371.72,699.48,0.0,0.0,5071.200000000001,5071.2,0.0
11,61485334,COMPRA,1.0,159.48,25.52,0.0,0.0,185.0,185.0,0.0
12,138,COMPRA,1.0,480.0,76.8,0.0,0.0,556.8,556.8,0.0
13,139,COMPRA,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0,0.0
14,33301671,COMPRA,1.0,88.44,14.15,0.0,0.0,102.59,102.59,0.0
15,143203,COMPRA,1.0,5344.76,855.16,0.0,0.0,6199.92,6199.92,0.0
16,143204,COMPRA,1.0,5152.17,824.35,0.0,0.0,5976.52,5976.52,0.0
17,3511071,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,1771.95,1771.95
18,3511073,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,538.0,538.0
19,3511075,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,660.4,660.4
20,,COMPRA,1.0,674.62,124.37,0.0,0.0,798.99,798.99,0.0
21,,COMPRA,1.0,752.43,146.57,0.0,0.0,899.0,899.0,0.0
22,,COMPRA,1.0,674.62,124.37,0.0,0.0,798.99,798.99,0.0
23,,COMPRA,1.0,674.62,124.37,0.0,0.0,798.99,798.99,0.0
24,60410,COMPRA,1.0,2750.0,396.0,0.0,0.0,3146.0,2871.0,-275.0
25,24341,COMPRA,1.0,256.0,40.96,0.0,0.0,296.96,296.96,0.0
26,24342,COMPRA,1.0,282.0,45.12,0.0,0.0,327.12,327.12,0.0
27,1895,COMPRA,1.0,11913.67,476.55,0.0,0.0,12390.22,12390.22,0.0
28,3675,COMPRA,1.0,500.0,80.0,0.0,0.0,580.0,580.0,0.0
29,622,COMPRA,1.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0
30,623,COMPRA,1.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0
31,568,COMPRA,1.0,4200.0,672.0,0.0,0.0,4872.0,4872.0,0.0
32,61202,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,61203,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,420191201898904,COMPRA,1.0,0.01,0.0,0.0,0.0,0.01,0.0,-0.01
35,901290,COMPRA,1.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0
36,35704,COMPRA,1.0,350.0,56.0,0.0,0.0,406.0,406.0,0.0
37,33336194,COMPRA,1.0,177.78,28.44,0.0,0.0,206.22,206.22,0.0
38,33363249,COMPRA,1.0,51.7,8.27,0.0,0.0,59.97,59.97,0.0
39,60503,COMPRA,1.0,3900.0,561.6,0.0,0.0,4461.6,4071.6,-390.00000000000045
40,60535,COMPRA,1.0,600.0,96.0,0.0,0.0,696.0,696.0,0.0
41,24356,COMPRA,1.0,516.6,82.66,0.0,0.0,599.26,599.26,0.0
42,5375,COMPRA,1.0,8260.0,1321.6,0.0,0.0,9581.6,9581.6,0.0
43,33400067,COMPRA,1.0,149.22,23.88,0.0,0.0,173.1,173.1,0.0
44,,COMPRA,1.0,198.0,38.57,0.0,0.0,236.57,236.57,0.0
45,60564,COMPRA,1.0,1400.0,224.0,0.0,0.0,1624.0,1624.0,0.0
46,60565,COMPRA,1.0,3025.75,484.12,0.0,0.0,3509.87,3509.87,0.0
47,60566,COMPRA,1.0,9614.0,1538.24,0.0,0.0,11152.24,11152.24,0.0
48,2065866,COMPRA,1.0,360.0,57.6,0.0,0.0,417.6,417.6,0.0
49,16518370,COMPRA,1.0,1139.12,182.26,0.0,0.0,1321.3799999999999,1321.38,0.0
50,6612,COMPRA,1.0,1124.95,175.44,0.0,0.0,1300.39,1300.39,0.0
51,61109,COMPRA,1.0,9900.0,1584.0,0.0,0.0,11484.0,11484.0,0.0
52,61110,COMPRA,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0,0.0
53,165806,COMPRA,1.0,1687.0,269.92,0.0,0.0,1956.92,1956.92,0.0
54,946,COMPRA,1.0,8620.69,1379.31,0.0,0.0,10000.0,10000.0,0.0
55,1141,COMPRA,1.0,0.0,32.35,0.0,0.0,0.0,0.0,0.0
56,10273,COMPRA,1.0,202.2,32.35,0.0,0.0,234.54999999999998,234.55,0.0
57,61614142,COMPRA,1.0,85.34,13.66,0.0,0.0,99.0,99.0,0.0
58,33421903,COMPRA,1.0,96.83,15.5,0.0,0.0,112.33,112.33,0.0
59,286,COMPRA,1.0,0.0,6991.76,0.0,0.0,0.0,0.0,0.0
60,,COMPRA,1.0,0.0,6991.76,0.0,0.0,0.0,0.0,0.0
61,2508,COMPRA,1.0,43698.53,6991.76,0.0,0.0,50690.29,50690.29,0.0
62,367,COMPRA,1.0,4286.71,685.87,0.0,0.0,4972.58,4972.58,0.0
63,115751,COMPRA,1.0,2050.95,328.16,0.0,0.0,2379.1099999999997,2379.11,0.0
64,60632,COMPRA,1.0,1876.0,300.16,0.0,0.0,2176.16,2176.16,0.0
65,60632,COMPRA,1.0,1876.0,300.16,0.0,0.0,2176.16,2176.16,0.0
66,61243,COMPRA,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0,0.0
67,500,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,996310,COMPRA,1.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0
69,894,COMPRA,1.0,351.0,56.16,0.0,0.0,407.15999999999997,407.16,0.0
70,67418,COMPRA,1.0,12250.0,1960.0,0.0,0.0,14210.0,14210.0,0.0
71,87507,COMPRA,1.0,837.95,134.07,0.0,0.0,972.02,972.02,0.0
72,33457604,COMPRA,1.0,313.26,50.12,0.0,0.0,363.38,363.38,0.0
73,22616,COMPRA,1.0,2775.0,444.0,0.0,0.0,3219.0,3219.0,0.0
74,10423,COMPRA,1.0,855.0,136.8,0.0,0.0,991.8,991.8,0.0
75,10425,COMPRA,1.0,326.25,52.2,0.0,0.0,378.45,378.45,0.0
76,152510,COMPRA,1.0,1955.0,312.8,0.0,0.0,2267.8,2267.8,0.0
77,6748,COMPRA,1.0,720.74,112.39,0.0,0.0,833.13,833.13,0.0
78,3516952,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,1069.5,1069.5
79,11591,COMPRA,1.0,0.0,136.8,0.0,0.0,0.0,0.0,0.0
80,60650,COMPRA,1.0,950.0,136.8,0.0,0.0,1086.8,991.8,-95.0
81,5089,COMPRA,1.0,0.0,403.84,0.0,0.0,0.0,0.0,0.0
82,61409,COMPRA,1.0,2524.0,403.84,0.0,0.0,2927.84,2927.84,0.0
83,11344,COMPRA,1.0,85.78,13.72,0.0,0.0,99.5,99.5,0.0
84,2922,COMPRA,1.0,0.0,1532.16,0.0,0.0,0.0,0.0,0.0
85,165825,COMPRA,1.0,9576.0,1532.16,0.0,0.0,11108.16,11108.16,0.0
86,165829,COMPRA,1.0,2779.5,444.72,0.0,0.0,3224.2200000000003,3224.22,0.0
87,50,COMPRA,1.0,0.0,16.97,0.0,0.0,0.0,0.0,0.0
88,51,COMPRA,1.0,0.0,16.97,0.0,0.0,0.0,0.0,0.0
89,1665,COMPRA,1.0,0.0,16.97,0.0,0.0,0.0,0.0,0.0
90,1666,COMPRA,1.0,0.0,16.97,0.0,0.0,0.0,0.0,0.0
91,14401,COMPRA,1.0,106.05,16.97,0.0,0.0,123.02,123.02,0.0
92,67438,COMPRA,1.0,3600.0,576.0,0.0,0.0,4176.0,4176.0,0.0
93,140,COMPRA,1.0,4000.0,640.0,0.0,0.0,4640.0,4640.0,0.0
94,3353,COMPRA,1.0,1050.0,168.0,0.0,0.0,1218.0,1218.0,0.0
95,33485920,COMPRA,1.0,153.6,24.58,0.0,0.0,178.18,178.18,0.0
96,972,COMPRA,1.0,0.0,15.22,0.0,0.0,0.0,0.0,0.0
97,29363038,COMPRA,1.0,95.12,15.22,0.0,3.03,107.31,107.31,0.0
98,24377,COMPRA,1.0,303.0,48.48,0.0,0.0,351.48,351.48,0.0
99,3520520,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,979.75,979.75
100,3520521,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,358.0,358.0
101,3520524,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,3789.05,3789.05
102,725307,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,-669.0,-669.0
103,000042268093,COMPRA,1.0,3001.65,444.68,0.0,0.0,3446.33,3446.33,0.0
104,886413,COMPRA,1.0,8300.0,48.0,0.0,0.0,8348.0,8348.0,0.0
105,00000474,COMPRA,1.0,83873.0,13419.68,0.0,0.0,97292.68,97292.68,0.0
106,144830,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,236.5,236.5
107,33522278,COMPRA,1.0,83.84,13.42,0.0,0.0,97.26,97.26,0.0
108,63480,COMPRA,1.0,450.0,72.0,0.0,0.0,522.0,522.0,0.0
109,128109,COMPRA,1.0,266.4,42.62,0.0,0.0,309.02,309.02,0.0
110,4506,COMPRA,1.0,2572.5,411.6,0.0,0.0,2984.1,2984.1,0.0
111,87763,COMPRA,1.0,813.31,130.13,0.0,0.0,943.4399999999999,943.44,0.0
112,33553022,COMPRA,1.0,73.09,11.7,0.0,0.0,84.79,84.79,0.0
113,,COMPRA,1.0,0.0,79.2,0.0,0.0,0.0,0.0,0.0
114,63608,COMPRA,1.0,495.0,79.2,0.0,0.0,574.2,574.2,0.0
115,16,COMPRA,1.0,-600.0,-96.0,0.0,0.0,-696.0,-696.0,0.0
116,29397101,COMPRA,1.0,0.0,5241.38,0.0,0.0,0.0,0.0,0.0
117,4295997,COMPRA,1.0,1390.0,5241.38,0.0,0.0,1390.0,1390.0,0.0
118,947,COMPRA,1.0,32758.62,5241.38,0.0,0.0,38000.0,38000.0,0.0
119,948,COMPRA,1.0,21551.72,3448.28,0.0,0.0,25000.0,25000.0,0.0
120,2377,COMPRA,1.0,2300.0,368.0,0.0,0.0,2668.0,2668.0,0.0
121,33579389,COMPRA,1.0,228.23,36.52,0.0,0.0,264.75,264.75,0.0
122,1461,COMPRA,1.0,0.0,7825.17,0.0,0.0,0.0,0.0,0.0
123,2531,COMPRA,1.0,48907.35,7825.17,0.0,0.0,56732.52,56732.52,0.0
124,8443,COMPRA,1.0,10900.0,1744.0,0.0,436.0,12208.0,12208.0,0.0
125,6174,COMPRA,1.0,0.0,46.36,0.0,0.0,0.0,0.0,0.0
126,693,COMPRA,1.0,0.0,46.36,0.0,0.0,0.0,0.0,0.0
127,33616977,COMPRA,1.0,289.76,46.36,0.0,0.0,336.12,336.12,0.0
128,22667,COMPRA,1.0,1764.0,282.24,0.0,0.0,2046.24,2046.24,0.0
129,295988,COMPRA,1.0,5329.32,852.69,0.0,0.0,6182.01,6182.01,0.0
130,,COMPRA,1.0,336.9,62.09,0.0,0.0,398.99,398.99,0.0
131,,COMPRA,1.0,267.23,52.06,0.0,0.0,319.29,319.29,0.0
132,189270,COMPRA,1.0,140.0,0.0,0.0,0.0,140.0,140.0,0.0
133,,COMPRA,1.0,0.0,1245.6,0.0,0.0,0.0,0.0,0.0
134,,COMPRA,1.0,0.0,1245.6,0.0,0.0,0.0,0.0,0.0
135,,COMPRA,1.0,0.0,1245.6,0.0,0.0,0.0,0.0,0.0
136,60902,COMPRA,1.0,8650.0,1245.6,0.0,0.0,9895.6,9030.6,-865.0
137,60905,COMPRA,1.0,57600.0,8294.4,0.0,0.0,65894.4,60134.4,-5759.999999999993
138,60915,COMPRA,1.0,1204.17,192.67,0.0,0.0,1396.8400000000001,1396.84,0.0
139,1406,COMPRA,1.0,250.0,175.41,0.0,0.0,250.0,250.0,0.0
140,2847,COMPRA,1.0,0.0,175.41,0.0,0.0,0.0,0.0,0.0
141,7219,COMPRA,1.0,1124.82,175.41,0.0,0.0,1300.23,1300.23,0.0
142,7223,COMPRA,1.0,778.61,121.42,0.0,0.0,900.03,900.03,0.0
143,62010,COMPRA,1.0,1223.2,195.71,0.0,0.0,1418.91,1418.91,0.0
144,893145,COMPRA,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0,0.0
145,15277,COMPRA,1.0,1320.0,211.2,0.0,0.0,1531.2,1531.2,0.0
146,1151,COMPRA,1.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0
147,4155,COMPRA,1.0,7500.0,1200.0,0.0,0.0,8700.0,8700.0,0.0
148,1899,COMPRA,1.0,3100.0,496.0,0.0,0.0,3596.0,3596.0,0.0
149,1309,COMPRA,1.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0
150,23972,COMPRA,1.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0
151,23973,COMPRA,1.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0
152,23975,COMPRA,1.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0
153,23976,COMPRA,1.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0
154,2108502,COMPRA,1.0,314.66,50.34,0.0,0.0,365.0,365.0,0.0
155,2943,COMPRA,1.0,0.0,55.16,0.0,0.0,0.0,0.0,0.0
156,,COMPRA,1.0,344.84,55.16,0.0,0.0,400.0,400.0,0.0
157,14169,COMPRA,1.0,730.28,116.84,0.0,0.0,847.12,876.33,29.210000000000036
158,201912-E2341533107-16012020-374595,COMPRA,1.0,12143.76,0.0,0.0,0.0,12143.76,12143.76,0.0
159,2376,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2395,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,145245,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,539.0,539.0
162,311939,COMPRA,1.0,144.83,23.17,0.0,0.0,168.0,168.0,0.0
163,104905,COMPRA,1.0,519.11,80.89,0.0,0.0,600.0,600.0,0.0
164,104906,COMPRA,1.0,432.6,67.4,0.0,0.0,500.0,500.0,0.0
165,104908,COMPRA,1.0,86.56,13.44,0.0,0.0,100.0,100.0,0.0
166,104909,COMPRA,1.0,86.56,13.44,0.0,0.0,100.0,100.0,0.0
167,33650097,COMPRA,1.0,239.4,38.3,0.0,0.0,277.7,277.7,0.0
168,60998,COMPRA,1.0,3268.0,522.88,0.0,0.0,3790.88,3790.88,0.0
169,165947,COMPRA,1.0,3648.0,583.68,0.0,0.0,4231.68,4231.68,0.0
170,165948,COMPRA,1.0,2624.56,419.93,0.0,0.0,3044.49,3044.49,0.0
171,PP374595,COMPRA,1.0,16226.23,296.8,0.0,0.0,16226.23,16226.23,0.0
172,5420,COMPRA,1.0,1855.0,296.8,0.0,0.0,2151.8,2151.8,0.0
173,5421,COMPRA,1.0,6160.0,985.6,0.0,0.0,7145.6,7145.6,0.0
174,2385,COMPRA,1.0,2550.0,408.0,0.0,0.0,2958.0,2958.0,0.0
175,266,COMPRA,1.0,160.0,25.6,0.0,0.0,185.6,185.6,0.0
176,267,COMPRA,1.0,684.0,109.44,0.0,0.0,793.44,793.44,0.0
177,268,COMPRA,1.0,684.0,109.44,0.0,0.0,793.44,793.44,0.0
178,36076,COMPRA,1.0,7619.7,1219.15,0.0,0.0,8838.85,8838.85,0.0
179,67515,COMPRA,1.0,29400.0,4704.0,0.0,0.0,34104.0,34104.0,0.0
180,33689665,COMPRA,1.0,97.27,15.56,0.0,0.0,112.83,112.83,0.0
181,33725429,COMPRA,1.0,27.74,4.44,0.0,0.0,32.18,32.18,0.0
182,22726,COMPRA,1.0,1960.12,313.62,0.0,0.0,2273.74,2273.74,0.0
183,0023385316,COMPRA,1.0,0.0,311.52,0.0,0.0,0.0,0.0,0.0
184,0093168219,COMPRA,1.0,0.0,311.52,0.0,0.0,0.0,0.0,0.0
185,10464,COMPRA,1.0,1947.0,311.52,0.0,0.0,2258.52,2258.52,0.0
186,370,COMPRA,1.0,31970.2,5115.23,0.0,0.0,37085.43,37085.43,0.0
187,63906,COMPRA,1.0,6286.5,1005.84,0.0,0.0,7292.34,7292.34,0.0
188,61055,COMPRA,1.0,24766.45,3962.63,0.0,0.0,28729.08,28729.08,0.0
189,24409,COMPRA,1.0,1474.5,235.92,0.0,0.0,1710.42,1710.42,0.0
190,62317,COMPRA,1.0,1722.08,275.53,0.0,0.0,1997.61,1997.61,0.0
191,1623,COMPRA,1.0,5747.71,919.63,0.0,0.0,6667.34,6667.34,0.0
192,3570,COMPRA,1.0,18971.84,3035.49,0.0,0.0,22007.33,22007.33,0.0
193,1817,COMPRA,1.0,4900.0,784.0,0.0,0.0,5684.0,5684.0,0.0
194,88114,COMPRA,1.0,2041.09,326.58,0.0,32.04,2335.63,2335.63,0.0
195,33746096,COMPRA,1.0,75.85,12.14,0.0,0.0,87.99,87.99,0.0
196,,COMPRA,1.0,0.0,2461.7,0.0,0.0,0.0,0.0,0.0
197,,COMPRA,1.0,0.0,2461.7,0.0,0.0,0.0,0.0,0.0
198,,COMPRA,1.0,0.0,2461.7,0.0,0.0,0.0,0.0,0.0
199,,COMPRA,1.0,0.0,2461.7,0.0,0.0,0.0,0.0,0.0
200,2540,COMPRA,1.0,15385.6,2461.7,0.0,0.0,17847.3,17847.3,0.0
201,24411,COMPRA,1.0,456.0,72.96,0.0,0.0,528.96,528.96,0.0
202,3529918,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,2688.67,2688.67
203,1717,COMPRA,1.0,0.0,3034.48,0.0,0.0,0.0,0.0,0.0
204,949,COMPRA,1.0,18965.52,3034.48,0.0,0.0,22000.0,22000.0,0.0
205,950,COMPRA,1.0,9482.76,1517.24,0.0,0.0,11000.0,11000.0,0.0
206,375470,COMPRA,1.0,140.0,0.0,0.0,0.0,140.0,140.0,0.0
207,3338320,COMPRA,1.0,843.0,7.47,0.0,0.0,843.0,843.0,0.0
208,3338324,COMPRA,1.0,269.0,7.47,0.0,0.0,269.0,269.0,0.0
209,33782637,COMPRA,1.0,46.7,7.47,0.0,0.0,54.17,54.17,0.0
210,22755,COMPRA,1.0,3416.04,546.57,0.0,0.0,3962.61,3962.61,0.0
211,18937,COMPRA,1.0,173.02,26.98,0.0,0.0,200.0,200.0,0.0
212,7276,COMPRA,1.0,161.0,25.76,0.0,0.0,186.76,186.76,0.0
213,10479,COMPRA,1.0,5157.0,825.12,0.0,0.0,5982.12,5982.12,0.0
214,3328613,COMPRA,1.0,125.0,360.0,0.0,0.0,125.0,0.0,-125.0
215,8811090280022099,COMPRA,1.0,2250.0,360.0,0.0,0.0,2610.0,2610.0,0.0
216,,COMPRA,1.0,0.0,62.09,0.0,0.0,0.0,0.0,0.0
217,,COMPRA,1.0,336.9,62.09,0.0,0.0,398.99,398.99,0.0
218,3328613,COMPRA,1.0,125.0,0.0,0.0,0.0,125.0,0.0,-125.0
219,3531909,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,2583.75,2583.75
220,100043194,COMPRA,1.0,1331.1,212.98,0.0,0.0,1544.08,1597.32,53.24000000000001
221,,COMPRA,1.0,906.52,161.47,0.0,0.0,1067.99,1067.99,0.0
222,,COMPRA,1.0,1932.69,356.32,0.0,0.0,2289.01,2289.01,0.0
223,61124,COMPRA,1.0,375.0,60.0,0.0,0.0,435.0,435.0,0.0
224,1687,COMPRA,1.0,64270.98,10283.36,0.0,0.0,74554.34,74554.34,0.0
225,1688,COMPRA,1.0,0.0,13.78,0.0,0.0,0.0,0.0,0.0
226,1693,COMPRA,1.0,0.0,13.78,0.0,0.0,0.0,0.0,0.0
227,910211,COMPRA,1.0,86.12,13.78,0.0,0.0,99.9,99.9,0.0
228,2881,COMPRA,1.0,0.0,101.22,0.0,0.0,0.0,0.0,0.0
229,24414,COMPRA,1.0,632.6,101.22,0.0,0.0,733.82,733.82,0.0
230,62579,COMPRA,1.0,2268.0,362.88,0.0,0.0,2630.88,2630.88,0.0
231,1692451,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0
232,165994,COMPRA,1.0,1020.0,163.2,0.0,0.0,1183.2,1183.2,0.0
233,4437558,COMPRA,1.0,794.17,136.8,0.0,0.0,794.17,794.17,0.0
234,4437724,COMPRA,1.0,1117.38,136.8,0.0,0.0,1117.38,1117.38,0.0
235,4437850,COMPRA,1.0,2084.0,136.8,0.0,0.0,2084.0,2084.0,0.0
236,553,COMPRA,1.0,0.0,136.8,0.0,0.0,0.0,0.0,0.0
237,67551,COMPRA,1.0,855.0,136.8,0.0,0.0,991.8,991.8,0.0
238,33835635,COMPRA,1.0,459.18,73.46,0.0,0.0,532.64,532.64,0.0
239,1903,COMPRA,1.0,3100.0,496.0,0.0,0.0,3596.0,3596.0,0.0
240,209523,COMPRA,1.0,18.97,3.03,0.0,0.0,22.0,22.0,0.0
241,209525,COMPRA,1.0,18.97,3.03,0.0,0.0,22.0,22.0,0.0
242,601880,COMPRA,1.0,143.06,22.89,0.0,0.0,165.95,165.95,0.0
243,601883,COMPRA,1.0,263.22,42.12,0.0,0.0,305.34000000000003,305.34,0.0
244,2613414,COMPRA,1.0,0.0,489.6,0.0,0.0,0.0,0.0,0.0
245,62730,COMPRA,1.0,3060.0,489.6,0.0,0.0,3549.6,3549.6,0.0
246,3534915,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,857.3,857.3
247,,COMPRA,1.0,279.32,44.68,0.0,0.0,324.0,324.0,0.0
248,1673,COMPRA,1.0,0.0,153.6,0.0,0.0,0.0,0.0,0.0
249,271,COMPRA,1.0,960.0,153.6,0.0,0.0,1113.6,1113.6,0.0
250,33837858,COMPRA,1.0,45.43,7.27,0.0,0.0,52.7,52.7,0.0
251,072432,COMPRA,1.0,1300.0,208.0,0.0,0.0,1508.0,1508.0,0.0
252,4399114,COMPRA,1.0,25.0,4.0,0.0,0.0,29.0,29.0,0.0
253,1442343,COMPRA,1.0,86.51,13.49,0.0,0.0,100.0,100.0,0.0
254,4719096,COMPRA,1.0,0.0,68.16,0.0,0.0,0.0,0.0,0.0
255,10488,COMPRA,1.0,426.0,68.16,0.0,0.0,494.15999999999997,494.16,0.0
256,7767,COMPRA,1.0,847.82,132.23,0.0,0.0,980.0500000000001,980.05,0.0
257,24423,COMPRA,1.0,83.2,13.31,0.0,0.0,96.51,96.51,0.0
258,3311,COMPRA,1.0,2039.2,326.27,0.0,0.0,2365.4700000000003,2365.47,0.0
259,62842,COMPRA,1.0,1294.0,207.04,0.0,0.0,1501.04,1501.04,0.0
260,000042671339,COMPRA,1.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0
261,5132,COMPRA,1.0,15000.0,2400.0,0.0,0.0,17400.0,17400.0,0.0
262,469220,COMPRA,1.0,105.0,0.0,0.0,0.0,105.0,105.0,0.0
263,67583,COMPRA,1.0,1745.1,279.22,0.0,0.0,2024.32,2024.32,0.0
264,67584,COMPRA,1.0,2326.8,372.29,0.0,0.0,2699.09,2699.09,0.0
265,44387,COMPRA,1.0,172.41,27.59,0.0,0.0,200.0,200.0,0.0
266,88425,COMPRA,1.0,3485.37,557.66,0.0,61.58,3981.45,3981.45,0.0
267,88428,COMPRA,1.0,3428.69,548.59,0.0,26.43,3950.8500000000004,3950.85,0.0
268,88429,COMPRA,1.0,167.24,26.76,0.0,0.0,194.0,194.0,0.0
269,88430,COMPRA,1.0,1792.62,286.82,0.0,21.9,2057.54,2057.54,0.0
270,11827,COMPRA,1.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0
271,11828,COMPRA,1.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0
272,11829,COMPRA,1.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0
273,11830,COMPRA,1.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0
274,11831,COMPRA,1.0,0.0,17.36,0.0,0.0,0.0,0.0,0.0
275,33902093,COMPRA,1.0,108.51,17.36,0.0,0.0,125.87,125.87,0.0
276,072460,COMPRA,1.0,1600.0,256.0,0.0,0.0,1856.0,1856.0,0.0
277,24011,COMPRA,1.0,4129.65,22.34,0.0,0.0,4151.99,4151.99,0.0
278,0096888663,COMPRA,1.0,476.14,66.06,0.0,0.0,542.2,478.99,-63.210000000000036
279,,COMPRA,1.0,0.0,268.2,0.0,0.0,0.0,0.0,0.0
280,196559,COMPRA,1.0,1676.25,268.2,0.0,0.0,1944.45,1944.45,0.0
281,64147,COMPRA,1.0,698.5,111.76,0.0,0.0,810.26,810.26,0.0
282,24267,COMPRA,1.0,0.0,141.31,0.0,0.0,0.0,0.0,0.0
283,731,COMPRA,1.0,883.2,141.31,0.0,0.0,1024.51,1024.51,0.0
284,24433,COMPRA,1.0,243.4,38.94,0.0,0.0,282.34000000000003,282.34,0.0
285,3318,COMPRA,1.0,1010.0,129.28,0.0,0.0,1139.28,937.28,-202.0
286,94296,COMPRA,1.0,440.88,70.54,0.0,0.0,511.42,511.42,0.0
287,4286,COMPRA,1.0,1100.0,176.0,0.0,0.0,1276.0,1276.0,0.0
288,1645,COMPRA,1.0,5970.12,955.22,0.0,0.0,6925.34,6925.34,0.0
289,3537679,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,1953.95,1953.95
290,3578,COMPRA,1.0,17164.63,2746.34,0.0,0.0,19910.97,19910.97,0.0
291,951,COMPRA,1.0,862.07,137.93,0.0,0.0,1000.0,1000.0,0.0
292,2388,COMPRA,1.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0
293,6481,COMPRA,1.0,105.0,16.8,0.0,0.0,121.8,121.8,0.0
294,1707,COMPRA,1.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0
295,942,COMPRA,1.0,5000.0,800.0,0.0,0.0,5800.0,5800.0,0.0
296,88473,COMPRA,1.0,2095.13,335.22,0.0,28.28,2402.07,2402.07,0.0
297,33941327,COMPRA,1.0,153.68,24.59,0.0,0.0,178.27,178.27,0.0
298,0056103842,COMPRA,1.0,7625.8,1059.99,0.0,0.0,8685.79,7684.94,-1000.8500000000013
299,2549,COMPRA,1.0,15339.42,2454.31,0.0,0.0,17793.73,17793.73,0.0
300,64213,COMPRA,1.0,28.4,4.54,0.0,0.0,32.94,32.94,0.0
301,2946,COMPRA,1.0,0.0,171.2,0.0,0.0,0.0,0.0,0.0
302,5104,COMPRA,1.0,0.0,171.2,0.0,0.0,0.0,0.0,0.0
303,1541,COMPRA,1.0,1070.0,171.2,0.0,0.0,1241.2,1241.2,0.0
304,905092,COMPRA,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0,0.0
305,236,COMPRA,1.0,0.0,0.0,0.0,0.0,0.0,73153.15,73153.15
306,275,COMPRA,1.0,0.0,80.89,0.0,0.0,0.0,0.0,0.0
307,276,COMPRA,1.0,0.0,80.89,0.0,0.0,0.0,0.0,0.0
308,11295,COMPRA,1.0,519.11,80.89,0.0,0.0,600.0,600.0,0.0
309,11893,COMPRA,1.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0
310,33971324,COMPRA,1.0,37.87,6.06,0.0,0.0,43.93,43.93,0.0
